EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,FireReason
3910,Caleb,Schneider,13-Jul-22,22-Jan-23,Sr. Network Engineer,Linda King,caleb.schneider@bilearner.com,WBL,Exited,Part-Time,Zone A,Part-Time,Voluntary,Concern morning while.,IT/IS,Wireless,2/22/1997,MA,Technician,Female,35673,White,Widowed,Needs Improvement,3,Going back to school
3911,Vanessa,James,28-May-21,,Sr. Network Engineer,Mark Walker,vanessa.james@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Splicing,7/29/1950,CT,Splicer,Male,68952,White,Widowed,Fully Meets,3,
3912,Maribel,Copeland,6-Jul-20,18-Jan-21,Sr. Network Engineer,Joseph Miller,maribel.copeland@bilearner.com,PL,Exited,Part-Time,Zone C,Full-Time,Involuntary,Reach music five away. Too fish sure be.,IT/IS,General - Con,5/19/1968,CT,Foreman,Male,97493,Hispanic,Widowed,Needs Improvement,3,Health reasons
3913,Henry,Zimmerman,14-Jan-20,8-Jun-22,Sr. Network Engineer,David Wright,henry.zimmerman@bilearner.com,BPC,Exited,Full-Time,Zone A,Part-Time,Resignation,Management so author training floor stage could.,IT/IS,Project Management - Con,6/2/1942,MA,Purchasing,Female,69903,White,Married,Fully Meets,3,Health reasons
3914,Nathanial,Booth,4-Feb-20,29-Jan-21,Network Engineer,David Harris,nathanial.booth@bilearner.com,SVG,Exited,Contract,Zone C,Temporary,Resignation,Whole shake score look.,Executive Office,Engineers,7/22/1958,MA,Project Manager,Male,9758,Other,Single,Exceeds,3,Going back to school
3915,Rhys,Barry,28-Aug-22,,Network Engineer,Betty Martin,rhys.barry@bilearner.com,TNS,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,5/3/1991,MA,Foreman,Male,31391,Other,Widowed,Fully Meets,3,
3916,Jonas,Rowland,27-Jun-22,,Network Engineer,Susan Garcia,jonas.rowland@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Unk,,IT/IS,Project Management - Con,5/25/1964,MA,Coordinator,Male,14939,Other,Widowed,Fully Meets,3,
3917,Chris,Vincent,19-Dec-19,31-Mar-23,Network Engineer,Michael Clark,chris.vincent@bilearner.com,PYZ,Exited,Part-Time,Zone C,Full-Time,Retirement,Might control article admit may water.,IT/IS,General - Con,4/11/1993,MA,Technician,Female,89635,Black,Widowed,Exceeds,3,Not a good culture fit
3918,Myah,Waller,24-Sep-20,27-Mar-23,Network Engineer,Linda King,myah.waller@bilearner.com,WBL,Exited,Contract,Zone A,Full-Time,Voluntary,Road he court. Officer blood couple.,IT/IS,Field Operations,6/17/1960,MA,Laborer,Female,48262,Asian,Widowed,Fully Meets,3,Attendance issues
3919,Yaritza,Sherman,6-Jul-23,,IT Support,Laura Miller,yaritza.sherman@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,10/7/1944,MA,Tower Hand,Female,42410,Asian,Divorced,Fully Meets,3,
3920,Haley,Weaver,11-Apr-21,19-Dec-22,IT Support,Sarah Young,haley.weaver@bilearner.com,PL,Exited,Full-Time,Zone A,Part-Time,Involuntary,Sit parent popular even travel level who.,IT/IS,Field Operations,11/4/1961,MA,Laborer,Female,62625,Other,Divorced,Fully Meets,3,Conflict with manager
3921,Alessandra,Lee,12-Feb-20,15-Jul-22,IT Support,Paul King,alessandra.lee@bilearner.com,BPC,Exited,Contract,Zone A,Part-Time,Retirement,Form law draw east through particularly.,IT/IS,Splicing,11/30/1943,MA,Splicer,Female,56684,Other,Married,Fully Meets,3,Found a better role
3922,Kaitlin,Hickman,25-Dec-18,,IT Support,James Allen,kaitlin.hickman@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,General - Con,10/4/1996,MA,Lineman,Female,26513,White,Widowed,Fully Meets,3,
3923,Giancarlo,Juarez,25-Dec-21,19-Jun-23,Sr. Network Engineer,Linda Young,giancarlo.juarez@bilearner.com,WBL,Exited,Full-Time,Zone C,Part-Time,Involuntary,Mouth activity price take take rather.,IT/IS,Aerial,3/16/1955,MA,Foreman,Female,26918,Hispanic,Single,Exceeds,3,Career change
3924,Walter,Zuniga,22-May-21,,Sr. Network Engineer,Karen Clark,walter.zuniga@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Con,4/27/1993,CT,Technician,Male,86917,Other,Widowed,Fully Meets,3,
3925,Anna,Jordan,3-May-20,14-Nov-22,Sr. Network Engineer,Jennifer Thompson,anna.jordan@bilearner.com,PL,Exited,Contract,Zone C,Part-Time,Resignation,Environment Democrat personal design now.,IT/IS,General - Sga,10/15/1960,MA,Vp,Male,64495,Hispanic,Widowed,Fully Meets,3,Relocation
3926,Jeffery,Gamble,27-Feb-19,,Sr. Network Engineer,Mark Clark,jeffery.gamble@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Wireless,12/16/1941,MA,Supervisor,Female,47528,Hispanic,Single,Needs Improvement,3,
3927,Misael,Hunter,1-Mar-20,5-Mar-22,Network Engineer,Mark Harris,misael.hunter@bilearner.com,SVG,Exited,Contract,Zone C,Temporary,Involuntary,Four American something smile.,Executive Office,Aerial,10/12/1982,MA,Lineman,Male,50639,Other,Single,Fully Meets,3,Better opportunity
3928,Audrina,Yu,27-Jan-21,18-Oct-21,Network Engineer,Michael Thompson,audrina.yu@bilearner.com,TNS,Exited,Full-Time,Zone A,Temporary,Resignation,Red say check wish car food between member.,IT/IS,General - Con,7/11/1956,MA,Laborer,Male,59834,White,Widowed,Fully Meets,3,Seeking higher pay
3929,Jeramiah,Foster,18-Jun-23,24-Jul-23,Network Engineer,Karen Miller,jeramiah.foster@bilearner.com,WBL,Exited,Contract,Zone C,Part-Time,Resignation,Whom part moment eye. Off wear be hold listen.,IT/IS,Wireline Construction,4/20/1977,MA,Clerk,Female,73645,Asian,Married,Fully Meets,3,Poor performance
3930,Bruce,Wallace,24-Nov-19,,Network Engineer,Mark Walker,bruce.wallace@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,General - Con,4/9/1984,MA,Helper,Female,65218,Asian,Married,Fully Meets,3,
3931,Giovani,Nelson,24-Sep-21,,Network Engineer,Karen Clark,giovani.nelson@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Engineers,6/26/1960,MA,Drafter,Male,34001,Black,Widowed,Fully Meets,3,
3932,Ari,Anthony,17-Aug-22,,IT Support,Laura Miller,ari.anthony@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Eng,4/21/1965,MA,Billing,Female,23569,Black,Single,Fully Meets,3,
3933,Laylah,Branch,18-Apr-23,,IT Support,James Allen,laylah.branch@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Engineers,8/21/1967,MA,Engineer,Female,46935,White,Married,Fully Meets,3,
3934,Alanna,Mullins,15-Apr-20,13-May-22,IT Support,William Clark,alanna.mullins@bilearner.com,NEL,Exited,Full-Time,Zone C,Temporary,Involuntary,Development operation wrong law room.,IT/IS,Executive,1/3/1979,MA,Vp,Female,80168,Asian,Widowed,Fully Meets,3,Position eliminated
3935,Arjun,Tyler,25-Dec-20,,IT Support,Betty Martin,arjun.tyler@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Aerial,11/16/1993,MA,Lineman,Male,97304,White,Widowed,Fully Meets,3,
3936,Donald,Favis,21-Jul-22,1-May-23,Enterprise Architect,John Thompson,donald.favis@bilearner.com,MSC,Exited,Full-Time,Zone B,Temporary,Involuntary,Manage brother himself deal.,IT/IS,General - Sga,6/27/1998,CT,Director,Male,6033,Other,Widowed,Fully Meets,3,Company downsizing
3937,Daniff,Hernandez,4-Nov-22,,Database Administrator,Daniel Harris,daniff.hernandez@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Field Operations,9/13/1944,MA,Laborer,Male,1960,White,Widowed,Fully Meets,3,
3938,Lori,Roby,20-Apr-20,,Data Analyst,Paul Brown,lori.roby@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Field Operations,5/28/1955,MA,Tower Hand,Female,1886,Hispanic,Married,Fully Meets,3,
3939,Thomas,Murray,5-Sep-19,,Data Analyst,Sarah Robinson,thomas.murray@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,9/4/1992,TX,Foreman,Male,78230,Black,Married,Fully Meets,3,
3940,Karthikeyan,Ait Sidi,11-Aug-19,,Sr. DBA,John Thompson,karthikeyan.ait sidi@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,General - Con,8/9/1958,MA,Technician,Male,2148,Other,Divorced,Fully Meets,3,
3941,Ivan,Rogers,4-Nov-18,,Data Analyst,William Clark,ivan.rogers@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,Field Operations,8/30/1985,MA,Laborer,Male,1810,White,Married,Fully Meets,3,
3942,Bianca,Roehrich,4-Nov-18,22-Dec-21,Principal Data Architect,Sarah Robinson,bianca.roehrich@bilearner.com,PYZ,Exited,Contract,Zone B,Temporary,Resignation,Begin mind time similar night travel.,IT/IS,Catv,9/4/1951,MA,Laborer,Female,2703,Asian,Married,PIP,3,Seeking new challenges
3943,Jason,Salter,27-Jul-19,25-Jul-21,Data Analyst,David Martinez,jason.salter@bilearner.com,NEL,Exited,Part-Time,Zone A,Part-Time,Resignation,Choose system picture one party decision.,IT/IS,General - Eng,8/4/1971,MA,Administrative,Male,2452,Black,Single,Fully Meets,3,Personal reasons
3944,Julia,Zhou,21-Dec-20,,Data Analyst,Michael Martin,julia.zhou@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,General - Sga,7/5/1997,MA,Administrator,Female,2148,White,Single,Fully Meets,3,
3945,Thelma,Petrowsky,25-Jul-22,,Data Analyst,Jennifer Thompson,thelma.petrowsky@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Engineers,3/23/1998,MA,Engineer,Female,1886,Black,Single,PIP,3,
3946,Jayne,Horton,15-Jun-19,,Database Administrator,Daniel Harris,jayne.horton@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Shop (Fleet),7/20/1957,MA,Technician,Female,2493,White,Married,Fully Meets,3,
3947,Renee,Becker,4-Apr-20,22-Jun-22,Database Administrator,Linda King,renee.becker@bilearner.com,EW,Exited,Full-Time,Zone B,Full-Time,Resignation,Door hear include off.,IT/IS,Field Operations,12/3/1996,MA,Field Technician,Female,2026,Hispanic,Married,Fully Meets,3,Work-life balance
3948,Randall,Pearson,3-Feb-23,29-May-23,Data Analyst,James Harris,randall.pearson@bilearner.com,MSC,Exited,Contract,Zone C,Full-Time,Involuntary,Discuss budget Mrs line whom television.,IT/IS,Aerial,10/29/1943,MA,Foreman,Male,2747,Hispanic,Married,Fully Meets,3,End of contract term
3949,Claudia N,Carr,20-Sep-22,4-Jul-23,Sr. DBA,Joseph Walker,claudia n.carr@bilearner.com,SVG,Exited,Full-Time,Zone A,Temporary,Voluntary,City week discussion success month push.,IT/IS,General - Con,3/17/1991,MA,Laborer,Female,1886,White,Single,Fully Meets,3,Seeking higher pay
3950,Noelle,Johnson,12-Jul-23,,Database Administrator,Jennifer Harris,noelle.johnson@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Fielders,1/29/1989,MA,Engineer,Female,2301,Hispanic,Widowed,Fully Meets,3,
3951,Taisha,Goble,25-Apr-21,12-Feb-23,Database Administrator,James Harris,taisha.goble@bilearner.com,MSC,Exited,Contract,Zone A,Temporary,Resignation,Model candidate worker writer.,IT/IS,Wireline Construction,9/7/1961,MA,Groundman,Female,2127,Asian,Divorced,Fully Meets,3,Position eliminated
3952,Kramer,Simard,13-Mar-21,,Data Analyst,Mark Davis,kramer.simard@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Finance & Accounting,11/1/1950,MA,Assistant,Male,2110,Black,Single,Fully Meets,3,
3953,Mark,Griffith,16-Aug-21,,Data Analyst,Robert Wright,mark.griffith@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,General - Eng,2/22/1965,MA,Engineer,Female,78692,White,Married,Fully Meets,3,
3954,Denisse,Hayes,18-Oct-21,,Database Administrator,Susan Garcia,denisse.hayes@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,IT/IS,General - Con,11/11/1946,MA,Flagger,Female,87816,Hispanic,Married,Fully Meets,3,
3955,Draven,Giles,16-Feb-20,16-Mar-23,Database Administrator,Michael Walker,draven.giles@bilearner.com,SVG,Exited,Contract,Zone C,Full-Time,Resignation,Detail positive wall bag project travel.,IT/IS,Project Management - Con,10/28/1998,MA,Coordinator,Female,31207,Hispanic,Married,Fully Meets,3,Not a good culture fit
3956,Aliana,Shaw,7-Aug-19,8-Mar-23,Database Administrator,Karen Robinson,aliana.shaw@bilearner.com,EW,Exited,Contract,Zone A,Temporary,Retirement,Billion same enter green imagine mouth country.,IT/IS,General - Sga,1/2/1997,TX,Foreman,Female,6158,Black,Widowed,Fully Meets,3,End of contract term
3957,Makaila,Nixon,3-Jan-22,,Database Administrator,David Garcia,makaila.nixon@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,1/2/1991,TX,Administration,Female,36554,Other,Divorced,Fully Meets,3,
3958,Mohammed,Orr,22-Sep-20,,Database Administrator,Joseph Walker,mohammed.orr@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,9/18/1974,TX,Foreman,Female,53042,Hispanic,Married,PIP,3,
3959,Braylen,Mendoza,11-Nov-22,14-Jul-23,Data Architect,Daniel Robinson,braylen.mendoza@bilearner.com,PYZ,Exited,Part-Time,Zone A,Full-Time,Resignation,Threat high fine everyone out.,IT/IS,General - Con,8/20/1988,TX,Foreman,Male,42665,Hispanic,Single,Fully Meets,3,Relocation
3960,Andreas,Torres,11-Aug-18,,CIO,David Garcia,andreas.torres@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,4/5/1947,TX,Laborer,Male,95490,White,Married,Fully Meets,3,
3961,Maddison,Perez,31-Mar-23,,BI Director,Daniel Harris,maddison.perez@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Aerial,6/19/1978,MA,Lineman,Male,74182,Black,Divorced,Fully Meets,3,
3962,Charlize,Wagner,10-Mar-21,,Sr. DBA,Daniel Harris,charlize.wagner@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Aerial,11/18/1990,MA,Lineman,Female,49449,Hispanic,Divorced,Fully Meets,3,
3963,Micah,Pace,30-Aug-19,,Sr. Accountant,Robert Clark,micah.pace@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Field Operations,5/19/1998,MA,Foreman,Female,39060,Black,Widowed,Fully Meets,3,
3964,Marlee,Stevens,7-Jun-21,25-Jan-23,Sr. Accountant,Paul Brown,marlee.stevens@bilearner.com,PYZ,Exited,Part-Time,Zone A,Temporary,Involuntary,Soon agency begin song.,IT/IS,Aerial,2/26/2001,MA,Lineman,Male,21007,Black,Single,Exceeds,3,Company downsizing
3965,Precious,Roth,22-Apr-20,,Software Engineering Manager,Karen Clark,precious.roth@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,General - Con,11/1/1998,MA,Laborer,Female,12883,Other,Married,Fully Meets,3,
3966,Konner,Villegas,19-Oct-18,4-Sep-21,Software Engineer,Daniel Robinson,konner.villegas@bilearner.com,NEL,Exited,Contract,Zone A,Part-Time,Voluntary,Tree six high notice after news.,Software Engineering,Field Operations,4/28/1978,MA,Laborer,Female,5707,Black,Single,Fully Meets,3,Career change
3967,Anastasia,Gillespie,3-Dec-18,20-Jan-21,Data Analyst,William Taylor,anastasia.gillespie@bilearner.com,MSC,Exited,Full-Time,Zone A,Temporary,Involuntary,Today policy same expert close drive drug.,IT/IS,Finance & Accounting,7/19/1955,MA,Administration,Female,10856,Black,Married,Fully Meets,3,Personal reasons
3968,Emely,Rice,20-Feb-21,,Data Analyst,Linda King,emely.rice@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,IT/IS,Engineers,7/14/1967,MA,Engineer,Female,94663,Other,Married,Fully Meets,3,
3969,Lewis,Nixon,17-Jan-21,,Database Administrator,Michael Clark,lewis.nixon@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,Aerial,6/18/1966,MA,Lineman,Female,61086,Asian,Divorced,Exceeds,3,
3970,Macy,Webster,4-Oct-20,27-Apr-23,Database Administrator,Susan Young,macy.webster@bilearner.com,PYZ,Exited,Part-Time,Zone B,Full-Time,Voluntary,Push reflect pay similar movement others morning.,IT/IS,Field Operations,11/8/1950,MA,Foreman,Female,44077,Other,Married,Exceeds,3,Going back to school
3971,Ciara,Acevedo,29-Jan-21,,Database Administrator,Michael Thompson,ciara.acevedo@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,General - Con,10/31/1958,TX,Technician,Female,49694,Other,Widowed,Fully Meets,3,
3972,Eleanor,Patton,26-Jul-22,,Database Administrator,Jennifer Taylor,eleanor.patton@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Con,6/7/1955,TX,Foreman,Female,21727,Black,Divorced,Fully Meets,3,
3973,Brooklyn,Tanner,21-Sep-18,22-Jun-23,Database Administrator,Robert Clark,brooklyn.tanner@bilearner.com,WBL,Exited,Part-Time,Zone C,Temporary,Resignation,Professor now audience lay box.,IT/IS,Field Operations,5/22/1973,TX,Laborer,Female,50856,Hispanic,Single,Exceeds,3,Found a better role
3974,Zander,Franco,25-Dec-18,10-Jul-19,Data Architect,John Thompson,zander.franco@bilearner.com,BPC,Exited,Part-Time,Zone C,Full-Time,Involuntary,Way appear summer strong.,IT/IS,General - Eng,1/7/1986,TX,Engineer,Male,97255,Other,Married,Exceeds,3,Better opportunity
3975,Kianna,Rhodes,3-Nov-20,25-Sep-22,CIO,James Harris,kianna.rhodes@bilearner.com,CCDR,Exited,Part-Time,Zone B,Temporary,Voluntary,Doctor good process certainly successful ask.,IT/IS,Field Operations,1/25/1999,TX,Technician,Male,44793,Asian,Single,Fully Meets,3,Conflict with manager
3976,Kinsley,Braun,22-Oct-21,,Sr. DBA,Susan Allen,kinsley.braun@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,11/17/1991,MA,Laborer,Female,24094,White,Divorced,Fully Meets,3,
3977,Gordon,Wu,27-Aug-18,,Sr. Accountant,Mark Davis,gordon.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Wireline Construction,8/19/1943,MA,Apprentice,Female,41670,Black,Divorced,Fully Meets,3,
3978,Maryjane,Cross,12-Jul-20,,Sr. Accountant,Laura Miller,maryjane.cross@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,General - Con,4/26/1980,MA,Laborer,Male,56453,Asian,Widowed,Fully Meets,3,
3979,Peyton,Phelps,25-Jan-21,11-Jun-22,Software Engineering Manager,James Harris,peyton.phelps@bilearner.com,WBL,Exited,Contract,Zone C,Temporary,Resignation,Front car keep.,IT/IS,Technology / It,10/30/1967,MA,Controller,Female,5067,Black,Married,Fully Meets,3,Company downsizing
3980,Carmen,Atkins,11-May-20,,Data Analyst,Laura Miller,carmen.atkins@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Project Management - Con,12/2/1975,MA,Project Manager,Female,39598,White,Married,Exceeds,3,
3981,Kiara,Fox,24-Jul-20,9-Apr-23,Data Analyst,John Thompson,kiara.fox@bilearner.com,BPC,Exited,Full-Time,Zone A,Temporary,Resignation,In throw short war process series ground.,IT/IS,Field Operations,2/7/1960,MA,Laborer,Female,35765,Black,Divorced,Fully Meets,3,Conflict with manager
3982,Yair,Jennings,9-Aug-22,,Database Administrator,David Garcia,yair.jennings@bilearner.com,CCDR,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Aerial,6/12/1957,MA,Laborer,Female,24218,Other,Married,Needs Improvement,3,
3983,Kaylie,Velazquez,12-Jun-22,,Database Administrator,Laura Miller,kaylie.velazquez@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,4/12/1964,MA,Technician,Female,62116,Hispanic,Married,Exceeds,3,
3984,Christine,Skinner,10-Feb-22,8-Jun-22,Database Administrator,Sarah Robinson,christine.skinner@bilearner.com,EW,Exited,Contract,Zone B,Full-Time,Retirement,If require particularly civil.,IT/IS,Wireline Construction,7/23/1963,TX,Laborer,Female,67986,Hispanic,Single,Fully Meets,3,Better opportunity
3985,Zayne,Mccullough,13-Jan-23,19-May-23,Database Administrator,William Clark,zayne.mccullough@bilearner.com,MSC,Exited,Part-Time,Zone A,Part-Time,Resignation,Network dinner again position three.,IT/IS,People Services,1/18/1992,TX,Director,Male,26193,White,Widowed,Fully Meets,3,Work-life balance
3986,Dennis,Key,10-Mar-20,,Database Administrator,Betty Martin,dennis.key@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Catv,11/27/1972,TX,Supervisor,Female,46762,Hispanic,Married,Fully Meets,3,
3987,Aydan,Benjamin,25-Feb-22,19-Jul-22,Data Architect,Michael Clark,aydan.benjamin@bilearner.com,PYZ,Exited,Full-Time,Zone A,Full-Time,Retirement,Appear happen list.,IT/IS,Catv,5/3/1982,TX,Supervisor,Male,81376,Other,Widowed,Exceeds,3,Found a better role
3988,Kenzie,Mullins,21-Jul-22,21-Nov-22,Sr. DBA,James Allen,kenzie.mullins@bilearner.com,SVG,Exited,Contract,Zone A,Temporary,Voluntary,Successful center consider.,IT/IS,Shop (Fleet),6/17/1981,MA,Mechanic,Female,73583,White,Widowed,Fully Meets,3,Poor performance
3989,Asa,Pham,11-Jul-22,,Sr. DBA,David Harris,asa.pham@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,General - Con,6/18/1952,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3,
3990,Damarion,Schneider,2-Dec-19,26-Dec-19,Sr. Accountant,Daniel Robinson,damarion.schneider@bilearner.com,WBL,Exited,Contract,Zone C,Temporary,Involuntary,Follow hit perform arm.,IT/IS,Safety,12/18/1956,MA,Safety,Male,73329,White,Divorced,Fully Meets,3,Relocation
3991,Talan,Rodgers,10-Apr-23,,Sr. Accountant,David Garcia,talan.rodgers@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Project Management - Con,3/9/1974,MA,Coordinator,Male,89576,Black,Single,Fully Meets,3,
3992,Evelin,Snow,8-Dec-22,7-May-23,Data Analyst,Daniel Robinson,evelin.snow@bilearner.com,SVG,Exited,Part-Time,Zone A,Full-Time,Voluntary,Teach left short key over.,IT/IS,General - Eng,12/28/1961,MA,Technician,Male,49077,Black,Married,Fully Meets,3,Seeking higher pay
3993,Sienna,Preston,22-Jun-22,,Data Analyst,Betty Martin,sienna.preston@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Field Operations,5/24/1996,MA,Foreman,Female,42676,Asian,Married,Fully Meets,3,
3994,Taylor,Dennis,22-Sep-22,,Data Analyst,Laura Miller,taylor.dennis@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,2/8/1987,MA,Top Hand,Female,53464,Asian,Single,Fully Meets,3,
3995,Cortez,Murillo,15-Jul-19,1-Jun-21,Database Administrator,Sarah Garcia,cortez.murillo@bilearner.com,NEL,Exited,Full-Time,Zone A,Temporary,Resignation,Or break sea say owner. Often guy local.,IT/IS,Wireline Construction,12/8/1946,MA,Project Manager,Female,95641,Black,Widowed,Exceeds,3,Going back to school
3996,Leonel,Combs,1-Sep-21,,Database Administrator,Daniel Robinson,leonel.combs@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,Unk,,IT/IS,Catv,11/29/1999,MA,Laborer,Female,82286,White,Widowed,Fully Meets,3,
3997,Carmen,Frost,16-Jul-19,,Database Administrator,William Taylor,carmen.frost@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Engineers,12/2/1946,TX,Project Manager,Male,72560,Black,Single,Needs Improvement,3,
3998,Ace,Krause,24-Dec-21,27-Jul-22,Database Administrator,John Thompson,ace.krause@bilearner.com,CCDR,Exited,Full-Time,Zone B,Full-Time,Resignation,Performance reflect military enter color.,IT/IS,Yard (Material Handling),1/22/1971,TX,Administrative,Female,82557,Other,Married,Fully Meets,3,Not a good culture fit
3999,Reuben,Davila,17-Apr-19,17-Aug-21,Database Administrator,Jennifer Thompson,reuben.davila@bilearner.com,BPC,Exited,Full-Time,Zone B,Full-Time,Involuntary,Ball when check interview score manager.,IT/IS,Engineers,2/1/1943,TX,Engineer,Male,13760,Asian,Single,Exceeds,3,Career change
4000,Angelique,Mann,26-Oct-19,8-Jun-21,Data Architect,Robert Martin,angelique.mann@bilearner.com,PYZ,Exited,Contract,Zone C,Full-Time,Involuntary,Stop air whole generation adult song.,IT/IS,Field Operations,3/31/1960,TX,Technician,Male,18464,Black,Divorced,Fully Meets,3,Seeking new challenges
1001,Susan,Exantus,29-Aug-19,,Software Engineer,Betty Walker,susan.exantus@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Software Engineering,Engineers,9/21/1957,MA,Engineer,Female,1749,Black,Married,Fully Meets,3,
1002,Sandra,Martin,12-Dec-22,28-May-23,Software Engineer,Daniel Martinez,sandra.martin@bilearner.com,NEL,Exited,Part-Time,Zone A,Temporary,Involuntary,Behind buy our of very claim.,Software Engineering,Catv,7/8/1950,MA,Foreman,Female,2135,Asian,Widowed,Fully Meets,3,Position eliminated
1003,Keyla,Del Bosque,8-Mar-23,15-Mar-23,Software Engineer,Karen Miller,keyla.del bosque@bilearner.com,WBL,Exited,Contract,Zone A,Part-Time,Voluntary,Some make teach quite range seem conference.,Software Engineering,Field Operations,11/23/1973,MA,Foreman,Female,2176,White,Married,Fully Meets,3,End of contract term
1004,Andrew,Szabo,29-May-20,5-Mar-21,Software Engineer,Linda King,andrew.szabo@bilearner.com,PYZ,Exited,Part-Time,Zone C,Part-Time,Involuntary,Enter beautiful social store.,Software Engineering,Project Management - Con,1/27/1957,MA,Coordinator,Male,2140,Black,Single,Fully Meets,3,Health reasons
1005,Luke,Patronick,16-Sep-22,,Software Engineer,James Martinez,luke.patronick@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Software Engineering,Field Operations,7/28/1970,MA,Project Manager,Male,1844,Black,Divorced,Fully Meets,3,
1006,Colby,Andreola,15-Aug-21,20-Nov-21,Software Engineer,Robert Martin,colby.andreola@bilearner.com,MSC,Exited,Full-Time,Zone C,Part-Time,Resignation,Throughout yet in serious here wish.,Software Engineering,Engineers,2/19/1959,MA,Administrative,Female,2110,White,Widowed,Fully Meets,3,Attendance issues
